purchase_key,purchase_code,purchase_date_key,supplier_key,employee_key,store_key,payment_key,product_key,quantity,unit_cost,subtotal,discount_percent,discount_amount,tax_percent,tax_amount,total_amount,purchase_status,supplier_invoice_no,expected_delivery_date
4708,PUR004708,20240725,8,116,8,8,131,32,1594400,51020800,1,510208,11,5556165,56066757,Completed,INV-SUP-202407-004708,2024-08-04
4709,PUR004709,20260123,63,225,20,10,391,184,385381,70910104,11,7800111,11,6942099,70052092,Pending,INV-SUP-202601-004709,2026-01-26
4710,PUR004710,20220527,61,265,9,18,531,28,233145,6528060,1,65280,11,710905,7173685,Pending,INV-SUP-202205-004710,2022-06-02
4711,PUR004711,20250914,8,227,18,6,529,287,9700,2783900,7,194873,11,284792,2873819,Completed,INV-SUP-202509-004711,2025-09-23
4712,PUR004712,20231115,104,252,23,17,978,174,925671,161066754,8,12885340,11,16299955,164481369,Completed,INV-SUP-202311-004712,2023-11-18
4713,PUR004713,20230501,37,68,10,7,315,14,1483084,20763176,8,1661054,11,2101233,21203355,Completed,INV-SUP-202305-004713,2023-05-11
4714,PUR004714,20231011,37,229,19,14,463,10,5491920,54919200,9,4942728,11,5497411,55473883,Completed,INV-SUP-202310-004714,2023-10-17
4715,PUR004715,20221213,31,135,7,14,378,36,2592771,93339756,7,6533782,11,9548657,96354631,Completed,INV-SUP-202212-004715,2022-12-19
4716,PUR004716,20231215,6,120,21,7,360,81,2534574,205300494,14,28742069,11,19421426,195979851,Completed,INV-SUP-202312-004716,2023-12-20
4717,PUR004717,20230308,91,160,13,12,823,80,210393,16831440,6,1009886,11,1740370,17561924,Completed,INV-SUP-202303-004717,2023-03-17
4718,PUR004718,20250302,51,47,19,3,193,134,139077,18636318,4,745452,11,1967995,19858861,Completed,INV-SUP-202503-004718,2025-03-09
4719,PUR004719,20240912,5,187,25,15,179,94,742836,69826584,7,4887860,11,7143259,72081983,Completed,INV-SUP-202409-004719,2024-09-15
4720,PUR004720,20221208,96,34,4,10,346,50,106821,5341050,6,320463,0,0,5020587,Pending,INV-SUP-202212-004720,2022-12-17
4721,PUR004721,20230913,81,267,15,4,551,40,575873,23034920,4,921396,11,2432487,24546011,Completed,INV-SUP-202309-004721,2023-09-15
4722,PUR004722,20260218,139,121,11,1,51,70,95448,6681360,12,801763,11,646755,6526352,Completed,INV-SUP-202602-004722,2026-02-26
4723,PUR004723,20220410,45,211,22,7,577,24,2082519,49980456,11,5497850,11,4893086,49375692,Completed,INV-SUP-202204-004723,2022-04-22
4724,PUR004724,20230317,81,60,23,4,524,12,12220400,146644800,8,11731584,11,14840453,149753669,Completed,INV-SUP-202303-004724,2023-03-19
4725,PUR004725,20221228,25,187,9,17,591,162,849024,137541888,9,12378769,11,13767943,138931062,Cancelled,INV-SUP-202212-004725,2023-01-05
4726,PUR004726,20260521,103,200,5,1,548,433,662600,286905800,4,11476232,11,30297252,305726820,Completed,INV-SUP-202605-004726,2026-05-26
4727,PUR004727,20240109,13,65,1,16,670,29,2348300,68100700,13,8853091,11,6517236,65764845,Completed,INV-SUP-202401-004727,2024-01-13
4728,PUR004728,20240120,59,220,19,5,712,86,566812,48745832,10,4874583,11,4825837,48697086,Completed,INV-SUP-202401-004728,2024-02-01
4729,PUR004729,20261130,80,25,12,6,509,72,243400,17524800,5,876240,11,1831341,18479901,Completed,INV-SUP-202611-004729,2026-12-05
4730,PUR004730,20261108,55,169,14,16,544,17,8615475,146463075,11,16110938,11,14338735,144690872,Completed,INV-SUP-202611-004730,2026-11-15
4731,PUR004731,20230315,84,210,18,12,602,142,851522,120916124,12,14509934,11,11704680,118110870,Completed,INV-SUP-202303-004731,2023-03-26
4732,PUR004732,20260905,129,257,6,14,478,61,139400,8503400,11,935374,0,0,7568026,Completed,INV-SUP-202609-004732,2026-09-07
4733,PUR004733,20221015,63,238,5,14,820,10,1632408,16324080,15,2448612,11,1526301,15401769,Completed,INV-SUP-202210-004733,2022-10-27
4734,PUR004734,20261222,141,28,22,6,747,237,430746,102086802,15,15313020,11,9545116,96318898,Completed,INV-SUP-202612-004734,2027-01-03
4735,PUR004735,20250417,27,66,14,15,641,74,217571,16100254,6,966015,11,1664766,16799005,Pending,INV-SUP-202504-004735,2025-04-24
4736,PUR004736,20240224,90,234,24,3,871,165,382932,63183780,0,0,11,6950215,70133995,Completed,INV-SUP-202402-004736,2024-03-08
4737,PUR004737,20260711,5,263,2,14,298,23,94700,2178100,9,196029,11,218027,2200098,Completed,INV-SUP-202607-004737,2026-07-16
4738,PUR004738,20251219,96,109,19,12,551,199,559100,111260900,8,8900872,11,11259603,113619631,Completed,INV-SUP-202512-004738,2025-12-28
4739,PUR004739,20250224,18,294,23,14,695,57,70094,3995358,11,439489,0,0,3555869,Completed,INV-SUP-202502-004739,2025-02-26
4740,PUR004740,20250819,13,111,5,14,474,10,2072640,20726400,15,3108960,11,1937918,19555358,Completed,INV-SUP-202508-004740,2025-08-27
4741,PUR004741,20250610,145,133,16,4,888,84,33660,2827440,6,169646,11,292357,2950151,Completed,INV-SUP-202506-004741,2025-06-15
4742,PUR004742,20230226,145,179,8,16,327,47,715700,33637900,8,2691032,11,3404155,34351023,Completed,INV-SUP-202302-004742,2023-03-08
4743,PUR004743,20230902,78,266,14,12,706,13,2380089,30941157,14,4331761,11,2927033,29536429,Completed,INV-SUP-202309-004743,2023-09-05
4744,PUR004744,20260916,42,208,18,14,75,91,22700,2065700,9,185913,0,0,1879787,Completed,INV-SUP-202609-004744,2026-09-30
4745,PUR004745,20220326,15,45,16,3,756,360,10400,3744000,11,411840,0,0,3332160,Completed,INV-SUP-202203-004745,2022-03-31
4746,PUR004746,20251215,72,49,18,14,646,120,320178,38421360,5,1921068,11,4015032,40515324,Completed,INV-SUP-202512-004746,2025-12-28
4747,PUR004747,20230418,130,216,17,14,135,80,55488,4439040,14,621465,11,419933,4237508,Completed,INV-SUP-202304-004747,2023-04-25
4748,PUR004748,20241003,16,184,23,5,320,13,10058132,130755716,15,19613357,11,12225659,123368018,Completed,INV-SUP-202410-004748,2024-10-10
4749,PUR004749,20230915,101,32,24,11,226,11,3358852,36947372,14,5172632,11,3495221,35269961,Completed,INV-SUP-202309-004749,2023-09-21
4750,PUR004750,20241217,99,258,1,14,653,169,37927,6409663,2,128193,0,0,6281470,Completed,INV-SUP-202412-004750,2024-12-25
4751,PUR004751,20240330,111,219,20,15,934,28,6459866,180876248,14,25322674,11,17110893,172664467,Pending,INV-SUP-202403-004751,2024-04-12
4752,PUR004752,20260420,33,295,21,6,221,158,45248,7149184,2,142983,11,770682,7776883,Completed,INV-SUP-202604-004752,2026-04-27
4753,PUR004753,20220827,23,106,10,18,122,208,324412,67477696,10,6747769,11,6680291,67410218,Completed,INV-SUP-202208-004753,2022-09-02
4754,PUR004754,20250705,9,267,18,5,195,322,2251752,725064144,12,87007697,11,70186209,708242656,Completed,INV-SUP-202507-004754,2025-07-10
4755,PUR004755,20240601,144,87,24,12,701,98,1229675,120508150,2,2410163,11,12990778,131088765,Completed,INV-SUP-202406-004755,2024-06-13
4756,PUR004756,20260630,113,205,25,11,686,15,336784,5051760,11,555693,11,494567,4990634,Completed,INV-SUP-202606-004756,2026-07-02
4757,PUR004757,20220803,137,272,11,11,143,58,6238932,361858056,10,36185805,11,35823947,361496198,Completed,INV-SUP-202208-004757,2022-08-13
4758,PUR004758,20220812,116,235,12,5,141,408,59994,24477552,12,2937306,0,0,21540246,Completed,INV-SUP-202208-004758,2022-08-20
4759,PUR004759,20260905,22,37,17,9,972,143,757900,108379700,2,2167594,11,11683331,117895437,Completed,INV-SUP-202609-004759,2026-09-09
4760,PUR004760,20230108,99,130,7,17,925,85,311100,26443500,8,2115480,11,2676082,27004102,Completed,INV-SUP-202301-004760,2023-01-12
4761,PUR004761,20260917,108,65,14,4,56,11,2376396,26140356,0,0,11,2875439,29015795,Completed,INV-SUP-202609-004761,2026-09-20
4762,PUR004762,20230927,20,206,3,11,392,42,422500,17745000,6,1064700,11,1834833,18515133,Completed,INV-SUP-202309-004762,2023-10-04
4763,PUR004763,20220905,109,157,7,7,398,6,9458347,56750082,0,0,11,6242509,62992591,Completed,INV-SUP-202209-004763,2022-09-13
4764,PUR004764,20220713,43,70,2,14,532,198,18685,3699630,9,332966,11,370333,3736997,Completed,INV-SUP-202207-004764,2022-07-19
4765,PUR004765,20221203,143,214,18,4,105,67,3077613,206200071,4,8248002,11,21774727,219726796,Completed,INV-SUP-202212-004765,2022-12-13
4766,PUR004766,20230704,63,58,23,12,317,127,94962,12060174,8,964813,11,1220489,12315850,Completed,INV-SUP-202307-004766,2023-07-08
4767,PUR004767,20250810,14,157,10,4,745,83,908460,75402180,11,8294239,11,7381873,74489814,Cancelled,INV-SUP-202508-004767,2025-08-14
4768,PUR004768,20220312,16,249,11,18,485,129,142500,18382500,1,183825,0,0,18198675,Completed,INV-SUP-202203-004768,2022-03-22
4769,PUR004769,20250117,21,240,2,8,617,5,7193211,35966055,10,3596605,11,3560639,35930089,Completed,INV-SUP-202501-004769,2025-01-31
4770,PUR004770,20250704,58,185,2,4,193,122,140454,17135388,1,171353,11,1866043,18830078,Completed,INV-SUP-202507-004770,2025-07-06
4771,PUR004771,20260202,30,99,6,12,984,230,361620,83172600,2,1663452,11,8966006,90475154,Completed,INV-SUP-202602-004771,2026-02-06
4772,PUR004772,20250612,75,29,1,3,490,107,9700,1037900,8,83032,11,105035,1059903,Completed,INV-SUP-202506-004772,2025-06-17
4773,PUR004773,20260219,127,164,20,3,194,456,5356,2442336,7,170963,11,249851,2521224,Pending,INV-SUP-202602-004773,2026-02-26
4774,PUR004774,20251009,43,97,21,18,563,13,2983398,38784174,6,2327050,11,4010283,40467407,Completed,INV-SUP-202510-004774,2025-10-21
4775,PUR004775,20260405,33,242,18,3,900,172,48700,8376400,6,502584,11,866119,8739935,Completed,INV-SUP-202604-004775,2026-04-08
4776,PUR004776,20220321,120,9,1,7,871,230,390668,89853640,11,9883900,11,8796671,88766411,Cancelled,INV-SUP-202203-004776,2022-03-30
4777,PUR004777,20240517,79,159,10,14,135,258,54400,14035200,12,1684224,11,1358607,13709583,Completed,INV-SUP-202405-004777,2024-05-28
4778,PUR004778,20240907,26,176,2,18,962,278,110828,30810184,15,4621527,11,2880752,29069409,Completed,INV-SUP-202409-004778,2024-09-10
4779,PUR004779,20240606,123,204,12,16,626,6,14786739,88720434,9,7984839,11,8880915,89616510,Completed,INV-SUP-202406-004779,2024-06-16
4780,PUR004780,20240730,102,32,1,9,788,26,3385890,88033140,9,7922982,11,8812117,88922275,Completed,INV-SUP-202407-004780,2024-08-13
4781,PUR004781,20220601,134,60,6,4,443,31,235600,7303600,0,0,11,803396,8106996,Completed,INV-SUP-202206-004781,2022-06-12
4782,PUR004782,20260609,82,157,4,2,981,112,62016,6945792,0,0,11,764037,7709829,Completed,INV-SUP-202606-004782,2026-06-12
4783,PUR004783,20220217,107,208,10,4,106,82,206700,16949400,3,508482,11,1808500,18249418,Completed,INV-SUP-202202-004783,2022-02-24
4784,PUR004784,20261026,138,182,20,15,575,200,1651231,330246200,12,39629544,11,31967832,322584488,Completed,INV-SUP-202610-004784,2026-11-03
4785,PUR004785,20250610,90,71,23,10,851,25,690998,17274950,3,518248,11,1843237,18599939,Completed,INV-SUP-202506-004785,2025-06-21
4786,PUR004786,20261217,45,112,17,8,22,441,88332,38954412,8,3116352,0,0,35838060,Completed,INV-SUP-202612-004786,2026-12-23
4787,PUR004787,20260519,45,98,7,18,516,10,731668,7316680,13,951168,11,700206,7065718,Completed,INV-SUP-202605-004787,2026-06-02
4788,PUR004788,20250202,64,146,19,3,130,60,12000,720000,6,43200,11,74448,751248,Completed,INV-SUP-202502-004788,2025-02-10
4789,PUR004789,20250413,110,182,18,6,784,119,294426,35036694,14,4905137,11,3314471,33446028,Completed,INV-SUP-202504-004789,2025-04-26
4790,PUR004790,20261122,10,124,21,2,474,4,2011680,8046720,10,804672,11,796625,8038673,Completed,INV-SUP-202611-004790,2026-12-03
4791,PUR004791,20240918,114,21,9,18,861,439,520608,228546912,5,11427345,11,23883152,241002719,Completed,INV-SUP-202409-004791,2024-09-30
4792,PUR004792,20220906,106,251,16,5,205,208,46200,9609600,10,960960,11,951350,9599990,Completed,INV-SUP-202209-004792,2022-09-17
4793,PUR004793,20241215,56,259,19,12,670,9,2348300,21134700,0,0,11,2324817,23459517,Completed,INV-SUP-202412-004793,2024-12-20
4794,PUR004794,20260216,81,4,13,7,282,58,15515405,899893490,0,0,11,98988283,998881773,Completed,INV-SUP-202602-004794,2026-02-19
4795,PUR004795,20220617,25,22,4,15,904,140,528165,73943100,9,6654879,11,7401704,74689925,Completed,INV-SUP-202206-004795,2022-06-30
4796,PUR004796,20230513,27,55,19,10,447,9,569500,5125500,8,410040,11,518700,5234160,Completed,INV-SUP-202305-004796,2023-05-25
4797,PUR004797,20260112,129,252,20,8,337,12,6552582,78630984,9,7076788,11,7870961,79425157,Completed,INV-SUP-202601-004797,2026-01-16
4798,PUR004798,20251128,92,217,9,2,550,30,1871201,56136030,11,6174963,11,5495717,55456784,Completed,INV-SUP-202511-004798,2025-12-03
4799,PUR004799,20231231,122,207,12,9,949,95,1082518,102839210,5,5141960,11,10746697,108443947,Completed,INV-SUP-202312-004799,2024-01-06
4800,PUR004800,20250409,70,265,20,17,874,6,2385405,14312430,14,2003740,11,1353955,13662645,Completed,INV-SUP-202504-004800,2025-04-21
4801,PUR004801,20221016,45,37,4,16,207,149,534786,79683114,0,0,11,8765142,88448256,Pending,INV-SUP-202210-004801,2022-10-22
4802,PUR004802,20240717,140,121,25,8,548,420,655974,275509080,13,35816180,11,26366219,266059119,Completed,INV-SUP-202407-004802,2024-07-19
4803,PUR004803,20240619,149,288,12,11,835,101,45668,4612468,7,322872,11,471855,4761451,Completed,INV-SUP-202406-004803,2024-06-29
4804,PUR004804,20240201,139,271,20,8,215,104,421047,43788888,9,3940999,11,4383267,44231156,Completed,INV-SUP-202402-004804,2024-02-15
4805,PUR004805,20260420,65,282,19,16,419,11,2617300,28790300,6,1727418,11,2976917,30039799,Completed,INV-SUP-202604-004805,2026-05-02
4806,PUR004806,20260806,111,212,20,12,735,199,72821,14491379,13,1883879,11,1386825,13994325,Pending,INV-SUP-202608-004806,2026-08-09
4807,PUR004807,20241004,23,50,18,2,388,8,10861800,86894400,7,6082608,11,8889297,89701089,Completed,INV-SUP-202410-004807,2024-10-06
4808,PUR004808,20240904,143,267,21,18,523,67,2286500,153195500,2,3063910,11,16514474,166646064,Completed,INV-SUP-202409-004808,2024-09-13
4809,PUR004809,20221023,98,186,3,1,222,118,1050756,123989208,5,6199460,11,12956872,130746620,Completed,INV-SUP-202210-004809,2022-10-28
4810,PUR004810,20231122,57,121,19,12,767,119,234900,27953100,13,3633903,11,2675111,26994308,Completed,INV-SUP-202311-004810,2023-12-04
4811,PUR004811,20250410,48,185,21,1,48,21,914928,19213488,14,2689888,11,1817596,18341196,Completed,INV-SUP-202504-004811,2025-04-23
4812,PUR004812,20230116,69,277,8,1,489,266,31008,8248128,7,577368,11,843783,8514543,Completed,INV-SUP-202301-004812,2023-01-25
4813,PUR004813,20240927,129,278,13,16,11,19,7935840,150780960,15,22617144,11,14098019,142261835,Completed,INV-SUP-202409-004813,2024-09-29
4814,PUR004814,20260928,139,230,25,18,202,114,481100,54845400,7,3839178,11,5610684,56616906,Completed,INV-SUP-202609-004814,2026-10-02
4815,PUR004815,20220619,109,185,12,16,201,7,7579848,53058936,11,5836482,11,5194469,52416923,Completed,INV-SUP-202206-004815,2022-07-01
4816,PUR004816,20220611,69,89,19,17,320,16,10366034,165856544,15,24878481,11,15507586,156485649,Completed,INV-SUP-202206-004816,2022-06-13
4817,PUR004817,20220220,82,220,15,2,279,27,655692,17703684,13,2301478,11,1694242,17096448,Completed,INV-SUP-202202-004817,2022-03-03
4818,PUR004818,20250211,55,152,19,6,141,434,62418,27089412,1,270894,0,0,26818518,Completed,INV-SUP-202502-004818,2025-02-19
4819,PUR004819,20250723,87,171,11,12,132,161,245106,39462066,10,3946206,11,3906744,39422604,Completed,INV-SUP-202507-004819,2025-07-28
4820,PUR004820,20240911,39,81,9,12,319,157,347606,54574142,3,1637224,11,5823060,58759978,Completed,INV-SUP-202409-004820,2024-09-21
4821,PUR004821,20251009,100,282,9,3,965,76,2491570,189359320,9,17042338,11,18954868,191271850,Completed,INV-SUP-202510-004821,2025-10-15
4822,PUR004822,20220203,30,105,15,8,992,62,32571,2019402,4,80776,0,0,1938626,Pending,INV-SUP-202202-004822,2022-02-08
4823,PUR004823,20260705,145,36,16,12,782,94,238158,22386852,4,895474,11,2364051,23855429,Completed,INV-SUP-202607-004823,2026-07-10
4824,PUR004824,20240310,146,176,10,3,50,247,348147,85992309,3,2579769,11,9175379,92587919,Completed,INV-SUP-202403-004824,2024-03-14
4825,PUR004825,20261017,90,128,1,3,660,219,93786,20539134,6,1232348,11,2123746,21430532,Completed,INV-SUP-202610-004825,2026-10-28
4826,PUR004826,20220225,46,169,6,4,213,190,12524,2379560,2,47591,11,256516,2588485,Completed,INV-SUP-202202-004826,2022-03-08
4827,PUR004827,20241213,139,200,21,1,278,57,883500,50359500,5,2517975,11,5262567,53104092,Completed,INV-SUP-202412-004827,2024-12-16
4828,PUR004828,20240910,54,86,6,8,132,161,237897,38301417,5,1915070,11,4002498,40388845,Completed,INV-SUP-202409-004828,2024-09-22
4829,PUR004829,20240905,114,252,6,15,64,136,1102500,149940000,7,10495800,11,15338862,154783062,Completed,INV-SUP-202409-004829,2024-09-18
4830,PUR004830,20250504,78,28,17,12,436,51,54945,2802195,0,0,0,0,2802195,Completed,INV-SUP-202505-004830,2025-05-16
4831,PUR004831,20220627,24,265,8,10,75,133,22700,3019100,14,422674,0,0,2596426,Completed,INV-SUP-202206-004831,2022-07-06
4832,PUR004832,20240816,68,296,9,8,608,72,561442,40423824,0,0,11,4446620,44870444,Completed,INV-SUP-202408-004832,2024-08-29
4833,PUR004833,20230306,147,78,7,13,724,6,4159152,24954912,13,3244138,11,2388185,24098959,Completed,INV-SUP-202303-004833,2023-03-10
4834,PUR004834,20250213,125,97,16,6,162,36,2843568,102368448,12,12284213,11,9909265,99993500,Completed,INV-SUP-202502-004834,2025-02-22
4835,PUR004835,20230615,28,71,19,3,605,87,527900,45927300,5,2296365,11,4799402,48430337,Completed,INV-SUP-202306-004835,2023-06-23
4836,PUR004836,20240522,53,20,7,2,571,52,3183400,165536800,11,18209048,11,16206052,163533804,Completed,INV-SUP-202405-004836,2024-05-27
4837,PUR004837,20250630,91,99,13,4,110,12,3371380,40456560,2,809131,11,4361217,44008646,Completed,INV-SUP-202506-004837,2025-07-12
4838,PUR004838,20230121,98,95,23,18,578,53,171804,9105612,12,1092673,11,881423,8894362,Completed,INV-SUP-202301-004838,2023-01-26
4839,PUR004839,20260412,57,124,5,12,996,290,1619046,469523340,2,9390466,11,50614616,510747490,Completed,INV-SUP-202604-004839,2026-04-22
4840,PUR004840,20230622,132,246,7,18,928,81,570996,46250676,13,6012587,11,4426189,44664278,Completed,INV-SUP-202306-004840,2023-06-27
4841,PUR004841,20250530,22,215,11,7,128,33,2121112,69996696,0,0,11,7699636,77696332,Pending,INV-SUP-202505-004841,2025-06-03
4842,PUR004842,20220406,107,223,8,3,519,71,2683100,190500100,9,17145009,11,19069060,192424151,Pending,INV-SUP-202204-004842,2022-04-18
4843,PUR004843,20261014,20,39,16,4,382,219,26967,5905773,1,59057,11,643138,6489854,Completed,INV-SUP-202610-004843,2026-10-22
4844,PUR004844,20251016,13,284,17,2,783,167,264620,44191540,7,3093407,11,4520794,45618927,Completed,INV-SUP-202510-004844,2025-10-19
4845,PUR004845,20230526,76,75,23,13,50,137,351594,48168378,1,481683,11,5245536,52932231,Completed,INV-SUP-202305-004845,2023-05-30
4846,PUR004846,20250403,122,203,18,8,981,86,60192,5176512,13,672946,11,495392,4998958,Completed,INV-SUP-202504-004846,2025-04-07
4847,PUR004847,20250226,91,155,24,10,638,282,46614,13145148,4,525805,0,0,12619343,Completed,INV-SUP-202502-004847,2025-03-12
4848,PUR004848,20220520,97,47,8,16,723,27,4985600,134611200,12,16153344,11,13030364,131488220,Completed,INV-SUP-202205-004848,2022-06-03
4849,PUR004849,20231215,96,14,25,15,417,38,504091,19155458,0,0,11,2107100,21262558,Completed,INV-SUP-202312-004849,2023-12-24
4850,PUR004850,20220801,13,87,22,11,382,165,26433,4361445,10,436144,11,431783,4357084,Completed,INV-SUP-202208-004850,2022-08-10
4851,PUR004851,20260910,58,160,23,7,189,124,84354,10459896,4,418395,0,0,10041501,Completed,INV-SUP-202609-004851,2026-09-16
4852,PUR004852,20230816,149,275,12,7,141,324,61206,19830744,14,2776304,0,0,17054440,Completed,INV-SUP-202308-004852,2023-08-20
4853,PUR004853,20250305,10,121,4,2,163,523,10403,5440769,8,435261,11,550605,5556113,Completed,INV-SUP-202503-004853,2025-03-11
4854,PUR004854,20260311,38,149,8,6,44,289,319766,92412374,8,7392989,11,9352132,94371517,Completed,INV-SUP-202603-004854,2026-03-14
4855,PUR004855,20230519,116,286,11,12,879,82,282464,23162048,13,3011066,11,2216608,22367590,Completed,INV-SUP-202305-004855,2023-05-21
4856,PUR004856,20230117,36,80,18,5,122,167,327624,54713208,3,1641396,11,5837899,58909711,Completed,INV-SUP-202301-004856,2023-01-22
