inventory_key,inventory_code,purchase_key,inventory_date_key,product_key,store_key,received_quantity,accepted_quantity,damaged_quantity,inventory_status,batch_number,warehouse_location,expiry_date
1869,INV001869,2115,20230131,472,20,211,211,0,Received,BAT00001869,E-07-06,2025-01-30
1870,INV001870,2116,20260618,442,24,15,15,0,Received,BAT00001870,D-06-06,
1871,INV001871,2118,20260422,634,20,71,71,0,Received,BAT00001871,B-16-02,
1872,INV001872,2119,20231014,320,19,6,6,0,Received,BAT00001872,E-19-05,
1873,INV001873,2120,20260914,155,15,138,138,0,Received,BAT00001873,D-18-02,2028-09-13
1874,INV001874,2121,20221010,80,14,23,23,0,Received,BAT00001874,B-15-04,
1875,INV001875,2122,20250725,215,25,111,106,5,Partial,BAT00001875,A-19-04,2027-01-16
1876,INV001876,2123,20230325,425,19,10,10,0,Received,BAT00001876,C-19-03,
1877,INV001877,2125,20230317,246,23,488,488,0,Received,BAT00001877,B-17-02,2024-03-16
1878,INV001878,2126,20220525,723,13,25,25,0,Received,BAT00001878,A-10-03,
1879,INV001879,2127,20231026,174,14,7,7,0,Received,BAT00001879,A-19-04,
1880,INV001880,2128,20230523,680,24,147,147,0,Received,BAT00001880,C-12-05,
1881,INV001881,2130,20241110,612,11,75,75,0,Received,BAT00001881,B-07-06,
1882,INV001882,2131,20220727,389,9,282,282,0,Received,BAT00001882,E-08-06,
1883,INV001883,2132,20231120,905,5,133,133,0,Received,BAT00001883,A-03-01,2024-11-19
1884,INV001884,2133,20220315,720,24,88,88,0,Received,BAT00001884,D-09-04,
1885,INV001885,2134,20231113,574,14,28,28,0,Received,BAT00001885,B-08-06,
1886,INV001886,2135,20240709,498,16,77,77,0,Received,BAT00001886,E-11-01,
1887,INV001887,2137,20241020,988,19,148,148,0,Received,BAT00001887,C-18-02,
1888,INV001888,2138,20230816,449,4,13,13,0,Received,BAT00001888,D-06-04,
1889,INV001889,2140,20250330,687,8,89,89,0,Received,BAT00001889,A-09-01,
1890,INV001890,2142,20260613,209,3,25,25,0,Received,BAT00001890,C-15-05,
1891,INV001891,2143,20260224,778,1,22,22,0,Received,BAT00001891,D-03-04,
1892,INV001892,2144,20260810,931,13,24,24,0,Received,BAT00001892,C-11-05,
1893,INV001893,2145,20260606,365,2,64,64,0,Received,BAT00001893,E-10-02,
1894,INV001894,2146,20260328,803,24,52,52,0,Received,BAT00001894,A-04-06,
1895,INV001895,2147,20250318,179,24,133,133,0,Received,BAT00001895,D-20-03,
1896,INV001896,2148,20240225,434,3,28,28,0,Received,BAT00001896,A-06-04,
1897,INV001897,2149,20260926,872,1,139,139,0,Received,BAT00001897,E-19-01,
1898,INV001898,2150,20231215,866,19,40,40,0,Received,BAT00001898,E-03-05,
1899,INV001899,2152,20260223,992,21,110,110,0,Received,BAT00001899,B-12-05,
1900,INV001900,2153,20240930,654,14,78,78,0,Received,BAT00001900,B-13-06,
1901,INV001901,2155,20251021,468,5,11,11,0,Received,BAT00001901,C-16-02,
1902,INV001902,2156,20260413,763,15,9,9,0,Received,BAT00001902,C-16-03,
1903,INV001903,2157,20230731,119,12,256,256,0,Received,BAT00001903,E-16-01,
1904,INV001904,2158,20260819,484,22,40,40,0,Received,BAT00001904,B-19-01,
1905,INV001905,2159,20240418,413,10,197,197,0,Received,BAT00001905,E-19-05,2026-04-18
1906,INV001906,2160,20220612,307,4,108,108,0,Received,BAT00001906,D-02-04,
1907,INV001907,2161,20240603,90,25,83,83,0,Received,BAT00001907,D-10-06,
1908,INV001908,2162,20230421,801,22,34,34,0,Received,BAT00001908,A-07-04,
1909,INV001909,2163,20250915,691,15,27,27,0,Received,BAT00001909,A-08-01,
1910,INV001910,2164,20261009,921,24,78,78,0,Received,BAT00001910,A-11-04,
1911,INV001911,2165,20260612,196,10,11,11,0,Received,BAT00001911,A-04-02,
1912,INV001912,2166,20251110,864,8,329,329,0,Received,BAT00001912,C-17-02,2026-11-10
1913,INV001913,2167,20261023,30,18,141,141,0,Received,BAT00001913,A-17-04,2028-10-22
1914,INV001914,2168,20230211,522,19,123,123,0,Received,BAT00001914,D-14-04,
1915,INV001915,2170,20240213,903,18,62,62,0,Received,BAT00001915,D-06-04,
1916,INV001916,2171,20220327,642,15,43,43,0,Received,BAT00001916,C-17-06,2023-09-18
1917,INV001917,2172,20220402,805,20,61,61,0,Received,BAT00001917,E-08-02,2023-09-24
1918,INV001918,2173,20220410,942,6,87,87,0,Received,BAT00001918,B-18-03,
1919,INV001919,2174,20230416,694,9,100,100,0,Received,BAT00001919,D-14-06,
1920,INV001920,2175,20261229,698,7,64,64,0,Received,BAT00001920,A-06-04,
1921,INV001921,2176,20220428,329,4,32,32,0,Received,BAT00001921,B-13-01,
1922,INV001922,2177,20240608,166,13,129,129,0,Received,BAT00001922,E-19-05,2025-06-08
1923,INV001923,2178,20251129,330,23,154,154,0,Received,BAT00001923,A-08-04,
1924,INV001924,2179,20250826,931,16,36,36,0,Received,BAT00001924,D-06-01,
1925,INV001925,2180,20230909,928,3,190,190,0,Received,BAT00001925,D-03-06,2025-03-02
1926,INV001926,2181,20241102,117,16,30,30,0,Received,BAT00001926,E-11-01,
1927,INV001927,2182,20240617,740,25,115,115,0,Received,BAT00001927,E-06-01,
1928,INV001928,2184,20230131,986,10,33,33,0,Received,BAT00001928,E-05-02,
1929,INV001929,2185,20241031,405,3,51,51,0,Received,BAT00001929,A-13-02,2026-04-24
1930,INV001930,2186,20221121,47,2,478,478,0,Received,BAT00001930,A-01-06,2023-11-21
1931,INV001931,2187,20261209,687,1,68,68,0,Received,BAT00001931,A-17-04,
1932,INV001932,2188,20231011,747,12,115,115,0,Received,BAT00001932,C-12-04,2025-10-10
1933,INV001933,2189,20220413,957,12,65,65,0,Received,BAT00001933,C-09-02,
1934,INV001934,2190,20220701,735,17,115,115,0,Received,BAT00001934,A-15-05,
1935,INV001935,2191,20220120,321,12,6,6,0,Received,BAT00001935,A-06-03,
1936,INV001936,2192,20250912,116,5,77,77,0,Received,BAT00001936,D-19-05,
1937,INV001937,2193,20220512,685,18,11,11,0,Received,BAT00001937,A-19-03,
1938,INV001938,2194,20240624,256,14,14,14,0,Received,BAT00001938,A-09-01,
1939,INV001939,2196,20220416,512,6,454,454,0,Received,BAT00001939,E-03-05,2023-04-16
1940,INV001940,2198,20241227,480,10,8,8,0,Received,BAT00001940,B-17-04,
1941,INV001941,2199,20230323,564,2,235,235,0,Received,BAT00001941,D-18-04,
1942,INV001942,2200,20251108,994,9,54,54,0,Received,BAT00001942,A-11-02,2027-05-02
1943,INV001943,2201,20260408,350,17,174,174,0,Received,BAT00001943,A-19-05,
1944,INV001944,2202,20240731,328,12,370,370,0,Received,BAT00001944,E-15-06,
1945,INV001945,2203,20250418,667,18,62,62,0,Received,BAT00001945,D-08-04,
1946,INV001946,2204,20240526,403,3,36,36,0,Received,BAT00001946,D-13-04,
1947,INV001947,2205,20260313,357,22,37,37,0,Received,BAT00001947,D-06-04,
1948,INV001948,2206,20240423,496,25,444,413,31,Partial,BAT00001948,B-11-04,2025-04-23
1949,INV001949,2207,20230309,433,5,13,13,0,Received,BAT00001949,E-02-03,
1950,INV001950,2208,20230329,557,11,13,13,0,Received,BAT00001950,E-19-05,
1951,INV001951,2209,20260725,568,3,359,359,0,Received,BAT00001951,D-10-05,2027-07-25
1952,INV001952,2210,20230523,443,3,70,70,0,Received,BAT00001952,B-17-01,
1953,INV001953,2211,20240710,614,14,73,73,0,Received,BAT00001953,E-05-01,
1954,INV001954,2212,20260828,682,13,12,12,0,Received,BAT00001954,B-13-03,
1955,INV001955,2213,20250228,554,12,160,160,0,Received,BAT00001955,B-12-04,
1956,INV001956,2214,20260706,888,5,186,186,0,Received,BAT00001956,E-10-03,
1957,INV001957,2215,20230407,971,9,212,212,0,Received,BAT00001957,B-12-03,2025-04-06
1958,INV001958,2216,20220520,647,7,60,60,0,Received,BAT00001958,D-11-06,
1959,INV001959,2217,20230214,984,25,207,207,0,Received,BAT00001959,B-01-05,2025-02-13
1960,INV001960,2218,20240111,664,8,23,23,0,Received,BAT00001960,A-12-02,
1961,INV001961,2219,20230722,923,6,210,210,0,Received,BAT00001961,B-19-03,2025-07-21
1962,INV001962,2220,20270106,769,21,51,51,0,Received,BAT00001962,B-01-03,
1963,INV001963,2221,20221119,844,17,438,438,0,Received,BAT00001963,A-05-05,
1964,INV001964,2222,20261111,97,14,22,22,0,Received,BAT00001964,A-08-02,
1965,INV001965,2223,20251129,20,6,104,104,0,Received,BAT00001965,C-02-01,
1966,INV001966,2224,20260704,634,14,35,35,0,Received,BAT00001966,D-12-02,
1967,INV001967,2225,20221102,672,13,62,62,0,Received,BAT00001967,C-12-05,
1968,INV001968,2226,20230505,907,15,8,8,0,Received,BAT00001968,C-04-03,
1969,INV001969,2227,20231207,216,21,29,29,0,Received,BAT00001969,B-19-01,
1970,INV001970,2228,20250716,714,16,20,20,0,Received,BAT00001970,E-06-02,
1971,INV001971,2229,20251125,301,3,237,237,0,Received,BAT00001971,C-10-06,2027-11-25
1972,INV001972,2230,20220403,114,21,30,30,0,Received,BAT00001972,E-14-04,
1973,INV001973,2231,20260113,729,21,19,19,0,Received,BAT00001973,D-08-05,
1974,INV001974,2232,20240516,12,23,128,128,0,Received,BAT00001974,A-14-02,2025-11-07
1975,INV001975,2233,20251219,222,21,15,15,0,Received,BAT00001975,C-17-05,
1976,INV001976,2234,20241114,861,6,252,252,0,Received,BAT00001976,E-19-01,
1977,INV001977,2235,20231027,93,5,21,21,0,Received,BAT00001977,E-14-01,
1978,INV001978,2236,20240420,149,12,65,65,0,Received,BAT00001978,C-11-05,
1979,INV001979,2237,20220625,730,14,121,121,0,Received,BAT00001979,E-14-01,
1980,INV001980,2238,20240110,486,15,24,24,0,Received,BAT00001980,C-16-05,
1981,INV001981,2239,20261128,849,15,55,55,0,Received,BAT00001981,A-17-05,
1982,INV001982,2240,20220205,618,15,71,71,0,Received,BAT00001982,E-07-06,
1983,INV001983,2241,20231224,663,16,92,92,0,Received,BAT00001983,A-12-01,
1984,INV001984,2242,20260128,71,5,86,86,0,Received,BAT00001984,A-13-06,
1985,INV001985,2243,20240313,780,22,211,211,0,Received,BAT00001985,D-04-04,2025-03-13
1986,INV001986,2244,20230710,965,16,78,78,0,Received,BAT00001986,C-06-04,
1987,INV001987,2245,20220524,861,14,51,51,0,Received,BAT00001987,C-12-05,
1988,INV001988,2246,20260128,967,19,79,79,0,Received,BAT00001988,C-17-01,2028-01-28
1989,INV001989,2247,20260218,458,14,129,127,2,Partial,BAT00001989,E-05-03,2027-02-18
1990,INV001990,2248,20240910,266,4,8,8,0,Received,BAT00001990,D-20-04,
1991,INV001991,2249,20231029,757,16,155,155,0,Received,BAT00001991,E-15-05,
1992,INV001992,2250,20240624,262,23,153,153,0,Received,BAT00001992,D-16-04,2025-06-24
1993,INV001993,2251,20231115,986,23,94,94,0,Received,BAT00001993,B-02-01,
1994,INV001994,2252,20261010,1000,2,136,136,0,Received,BAT00001994,D-14-01,
1995,INV001995,2253,20240827,356,15,272,272,0,Received,BAT00001995,A-19-01,2025-08-27
1996,INV001996,2254,20240410,585,7,25,25,0,Received,BAT00001996,B-14-03,
1997,INV001997,2255,20231204,235,2,57,57,0,Received,BAT00001997,C-17-05,2025-05-27
1998,INV001998,2256,20240916,953,12,67,67,0,Received,BAT00001998,D-16-04,
1999,INV001999,2257,20220506,865,6,374,374,0,Received,BAT00001999,C-01-01,2023-05-06
2000,INV002000,2258,20241111,761,6,39,39,0,Received,BAT00002000,D-19-02,
2001,INV002001,2259,20230918,439,13,98,98,0,Received,BAT00002001,B-15-06,
2002,INV002002,2260,20240202,218,25,21,21,0,Received,BAT00002002,A-07-05,
2003,INV002003,2262,20250726,457,16,383,383,0,Received,BAT00002003,D-13-01,2026-07-26
2004,INV002004,2263,20260922,833,18,114,114,0,Received,BAT00002004,D-11-06,
2005,INV002005,2265,20230530,207,4,64,64,0,Received,BAT00002005,A-14-02,
2006,INV002006,2266,20241221,479,19,62,62,0,Received,BAT00002006,C-15-03,
2007,INV002007,2268,20220524,427,7,14,14,0,Received,BAT00002007,B-10-01,
2008,INV002008,2269,20221016,778,21,55,55,0,Received,BAT00002008,C-16-03,
2009,INV002009,2270,20220326,936,21,78,78,0,Received,BAT00002009,A-20-03,
2010,INV002010,2271,20230116,298,17,38,38,0,Received,BAT00002010,A-04-06,
2011,INV002011,2272,20260114,895,20,86,86,0,Received,BAT00002011,E-20-02,
2012,INV002012,2273,20230711,409,15,10,10,0,Received,BAT00002012,A-05-04,
2013,INV002013,2274,20221207,211,12,142,134,8,Partial,BAT00002013,E-02-01,
2014,INV002014,2275,20230409,286,19,124,124,0,Received,BAT00002014,E-13-04,
2015,INV002015,2277,20261220,551,9,42,42,0,Received,BAT00002015,C-12-01,
2016,INV002016,2278,20250501,549,3,213,213,0,Received,BAT00002016,C-01-05,2027-05-01
2017,INV002017,2279,20250607,694,20,37,37,0,Received,BAT00002017,A-01-06,
2018,INV002018,2280,20230603,658,25,271,271,0,Received,BAT00002018,C-14-03,2025-06-02
2019,INV002019,2281,20240114,907,19,13,13,0,Received,BAT00002019,C-08-02,
2020,INV002020,2282,20250502,332,23,47,47,0,Received,BAT00002020,C-10-01,2026-10-24
2021,INV002021,2283,20250814,479,19,32,32,0,Received,BAT00002021,E-17-01,
2022,INV002022,2284,20220403,937,4,27,27,0,Received,BAT00002022,D-13-04,
2023,INV002023,2285,20220726,712,10,30,30,0,Received,BAT00002023,D-02-03,
2024,INV002024,2286,20220228,289,11,76,76,0,Received,BAT00002024,B-10-04,2024-02-28
2025,INV002025,2287,20250110,786,25,215,215,0,Received,BAT00002025,B-17-03,
2026,INV002026,2288,20220416,115,25,143,143,0,Received,BAT00002026,A-18-05,2024-04-15
2027,INV002027,2289,20251005,279,21,62,57,5,Partial,BAT00002027,B-14-02,
2028,INV002028,2290,20231216,913,13,46,46,0,Received,BAT00002028,D-14-03,
2029,INV002029,2291,20260922,351,24,303,303,0,Received,BAT00002029,D-20-02,
2030,INV002030,2293,20230709,769,20,80,80,0,Received,BAT00002030,A-03-01,
2031,INV002031,2294,20250613,223,14,170,170,0,Received,BAT00002031,D-10-05,
2032,INV002032,2295,20220905,839,1,37,37,0,Received,BAT00002032,C-06-04,
2033,INV002033,2297,20220726,898,21,6,6,0,Received,BAT00002033,A-18-03,
2034,INV002034,2299,20240917,762,20,69,69,0,Received,BAT00002034,B-14-02,2026-03-11
2035,INV002035,2300,20220402,469,13,100,100,0,Received,BAT00002035,E-02-03,
2036,INV002036,2301,20260806,244,18,88,88,0,Received,BAT00002036,D-05-02,
2037,INV002037,2302,20240924,498,6,98,98,0,Received,BAT00002037,C-20-03,
2038,INV002038,2303,20260624,576,9,24,24,0,Received,BAT00002038,A-10-03,
2039,INV002039,2304,20240726,692,3,51,51,0,Received,BAT00002039,C-05-06,2026-07-26
2040,INV002040,2305,20221015,155,5,141,141,0,Received,BAT00002040,B-12-01,2024-10-14
2041,INV002041,2306,20250106,449,19,12,12,0,Received,BAT00002041,C-02-06,
2042,INV002042,2307,20230602,839,10,162,162,0,Received,BAT00002042,C-11-03,
2043,INV002043,2308,20230906,78,21,86,86,0,Received,BAT00002043,B-05-06,2025-02-27
2044,INV002044,2309,20251123,884,14,5,5,0,Received,BAT00002044,A-15-02,
2045,INV002045,2310,20240323,234,3,21,21,0,Received,BAT00002045,B-13-02,
2046,INV002046,2311,20260917,297,21,17,17,0,Received,BAT00002046,D-10-01,
2047,INV002047,2312,20230526,473,5,29,29,0,Received,BAT00002047,D-15-03,
2048,INV002048,2313,20240918,276,12,305,305,0,Received,BAT00002048,B-02-06,
2049,INV002049,2314,20261103,463,1,23,23,0,Received,BAT00002049,D-18-06,
2050,INV002050,2315,20230813,661,20,71,71,0,Received,BAT00002050,B-09-02,
2051,INV002051,2316,20230912,890,3,139,139,0,Received,BAT00002051,D-09-04,2025-03-05
2052,INV002052,2317,20250103,430,11,58,58,0,Received,BAT00002052,A-02-01,
2053,INV002053,2318,20240525,384,13,34,33,1,Partial,BAT00002053,E-16-05,
2054,INV002054,2319,20260222,276,18,323,323,0,Received,BAT00002054,E-20-02,
2055,INV002055,2320,20240327,69,14,194,194,0,Received,BAT00002055,A-17-02,2026-03-27
2056,INV002056,2321,20230503,765,16,91,91,0,Received,BAT00002056,C-14-04,
2057,INV002057,2322,20241221,190,12,43,43,0,Received,BAT00002057,B-09-02,
2058,INV002058,2323,20250923,555,10,9,9,0,Received,BAT00002058,B-08-04,
2059,INV002059,2324,20230828,823,14,189,189,0,Received,BAT00002059,C-20-03,
2060,INV002060,2325,20221102,443,8,47,47,0,Received,BAT00002060,B-09-02,
2061,INV002061,2326,20250122,642,9,98,98,0,Received,BAT00002061,B-09-05,2026-07-16
2062,INV002062,2327,20260226,354,22,19,19,0,Received,BAT00002062,C-15-04,
2063,INV002063,2328,20251117,509,4,127,127,0,Received,BAT00002063,E-07-04,
2064,INV002064,2330,20220611,23,17,150,150,0,Received,BAT00002064,A-01-05,
2065,INV002065,2331,20250213,896,5,86,86,0,Received,BAT00002065,E-10-06,
2066,INV002066,2332,20250423,799,7,226,226,0,Received,BAT00002066,B-02-02,
2067,INV002067,2333,20230622,47,11,576,576,0,Received,BAT00002067,D-06-01,2024-06-21
2068,INV002068,2334,20260227,389,18,187,187,0,Received,BAT00002068,C-13-06,
2069,INV002069,2335,20230102,699,15,453,453,0,Received,BAT00002069,C-03-05,
2070,INV002070,2336,20260810,462,1,28,28,0,Received,BAT00002070,C-16-03,
2071,INV002071,2337,20231222,50,10,262,262,0,Received,BAT00002071,D-03-02,
2072,INV002072,2338,20260325,257,5,9,9,0,Received,BAT00002072,E-07-06,
2073,INV002073,2339,20241018,887,22,27,27,0,Received,BAT00002073,E-05-06,
2074,INV002074,2340,20260908,195,14,320,320,0,Received,BAT00002074,A-18-01,
2075,INV002075,2341,20261221,25,13,63,63,0,Received,BAT00002075,E-15-01,
2076,INV002076,2342,20261029,918,21,37,37,0,Received,BAT00002076,E-16-03,
2077,INV002077,2343,20260513,669,20,50,50,0,Received,BAT00002077,A-03-04,2028-05-12
2078,INV002078,2344,20230731,864,24,345,345,0,Received,BAT00002078,A-19-03,2024-07-30
2079,INV002079,2345,20230227,696,3,42,40,2,Partial,BAT00002079,D-18-04,
2080,INV002080,2346,20240818,768,3,140,140,0,Received,BAT00002080,B-09-04,
2081,INV002081,2347,20260830,932,5,485,485,0,Received,BAT00002081,B-02-05,
2082,INV002082,2348,20231113,543,5,107,107,0,Received,BAT00002082,D-15-02,
2083,INV002083,2349,20240828,959,3,8,8,0,Received,BAT00002083,C-03-05,
2084,INV002084,2351,20250705,585,9,30,30,0,Received,BAT00002084,C-20-03,
2085,INV002085,2352,20220919,708,25,52,52,0,Received,BAT00002085,E-18-01,
2086,INV002086,2353,20221101,353,8,35,35,0,Received,BAT00002086,D-11-06,
2087,INV002087,2354,20230810,160,21,38,38,0,Received,BAT00002087,D-04-02,
2088,INV002088,2355,20220128,792,12,70,70,0,Received,BAT00002088,A-11-02,2023-07-22
2089,INV002089,2356,20220609,65,18,62,62,0,Received,BAT00002089,C-15-05,
2090,INV002090,2357,20230731,936,6,74,74,0,Received,BAT00002090,D-01-02,
2091,INV002091,2358,20261226,841,5,73,73,0,Received,BAT00002091,A-18-02,
2092,INV002092,2359,20240812,978,17,166,0,166,Rejected,BAT00002092,D-08-06,
2093,INV002093,2360,20250809,498,6,153,153,0,Received,BAT00002093,A-16-02,
2094,INV002094,2362,20220621,390,7,41,41,0,Received,BAT00002094,E-06-06,
2095,INV002095,2363,20221002,540,15,67,67,0,Received,BAT00002095,D-17-01,
2096,INV002096,2364,20230610,700,13,409,409,0,Received,BAT00002096,A-15-02,2024-06-09
2097,INV002097,2365,20260626,422,25,132,132,0,Received,BAT00002097,E-04-06,
2098,INV002098,2366,20220119,430,20,14,14,0,Received,BAT00002098,B-01-02,
2099,INV002099,2367,20221031,71,16,136,136,0,Received,BAT00002099,E-07-02,
2100,INV002100,2368,20260705,532,16,26,26,0,Received,BAT00002100,E-01-01,
2101,INV002101,2369,20251120,707,21,13,13,0,Received,BAT00002101,D-18-02,
2102,INV002102,2370,20230326,119,5,109,109,0,Received,BAT00002102,A-20-02,
2103,INV002103,2371,20230626,692,20,222,222,0,Received,BAT00002103,E-12-02,2025-06-25
2104,INV002104,2372,20220911,736,14,125,125,0,Received,BAT00002104,D-13-03,
2105,INV002105,2373,20230603,33,23,4,4,0,Received,BAT00002105,C-18-01,
2106,INV002106,2374,20250729,956,17,153,153,0,Received,BAT00002106,B-15-02,
2107,INV002107,2375,20231126,877,9,208,208,0,Received,BAT00002107,D-08-06,2024-11-25
2108,INV002108,2376,20251227,35,15,15,15,0,Received,BAT00002108,C-12-04,
2109,INV002109,2377,20241223,759,25,158,158,0,Received,BAT00002109,B-19-01,2026-06-16
2110,INV002110,2378,20220720,695,6,87,87,0,Received,BAT00002110,A-14-01,
2111,INV002111,2380,20250208,274,21,17,17,0,Received,BAT00002111,C-06-05,
2112,INV002112,2381,20231009,687,25,78,78,0,Received,BAT00002112,E-03-03,
2113,INV002113,2382,20250912,838,16,56,56,0,Received,BAT00002113,A-17-02,
2114,INV002114,2383,20240703,64,20,100,100,0,Received,BAT00002114,A-01-04,2025-12-25
2115,INV002115,2384,20220411,942,2,57,57,0,Received,BAT00002115,D-15-02,
2116,INV002116,2385,20261130,305,19,326,326,0,Received,BAT00002116,A-01-04,2027-11-30
2117,INV002117,2386,20260104,663,11,82,82,0,Received,BAT00002117,B-02-02,
2118,INV002118,2387,20251017,372,21,37,37,0,Received,BAT00002118,E-12-03,
2119,INV002119,2388,20220214,539,17,12,12,0,Received,BAT00002119,C-14-01,
2120,INV002120,2389,20250920,656,19,464,464,0,Received,BAT00002120,B-03-03,2026-09-20
2121,INV002121,2390,20240623,82,16,28,28,0,Received,BAT00002121,E-20-05,
2122,INV002122,2391,20230329,597,12,144,144,0,Received,BAT00002122,C-17-03,
2123,INV002123,2392,20250827,402,15,195,195,0,Received,BAT00002123,E-09-01,2027-08-27
2124,INV002124,2393,20240805,766,12,59,59,0,Received,BAT00002124,A-05-03,
2125,INV002125,2394,20260515,453,22,416,416,0,Received,BAT00002125,C-04-06,2027-05-15
2126,INV002126,2395,20240920,503,18,11,11,0,Received,BAT00002126,B-18-04,
2127,INV002127,2396,20261105,34,23,5,5,0,Received,BAT00002127,B-11-02,
2128,INV002128,2397,20240808,513,24,5,5,0,Received,BAT00002128,A-18-04,
2129,INV002129,2398,20250206,469,2,65,65,0,Received,BAT00002129,C-05-04,
2130,INV002130,2399,20220718,190,20,63,63,0,Received,BAT00002130,A-09-02,
2131,INV002131,2400,20250617,111,1,103,103,0,Received,BAT00002131,D-10-03,
2132,INV002132,2401,20260301,365,15,53,53,0,Received,BAT00002132,C-06-06,
2133,INV002133,2402,20260826,546,17,204,204,0,Received,BAT00002133,C-08-06,2027-08-26
2134,INV002134,2403,20250620,523,12,72,67,5,Partial,BAT00002134,A-17-04,
2135,INV002135,2404,20230402,437,11,243,243,0,Received,BAT00002135,D-11-06,2024-04-01
2136,INV002136,2405,20230712,921,9,164,164,0,Received,BAT00002136,C-05-02,
2137,INV002137,2406,20221002,146,25,129,129,0,Received,BAT00002137,B-02-03,2023-10-02
